,x,y,avgE,stdE,avgFx,avgFy,stdFx,stdFy,loss,type,generation,E_1,E_2,E_3,E_4,E_5,Fx_1,Fx_2,Fx_3,Fx_4,Fx_5,Fy_1,Fy_2,Fy_3,Fy_4,Fy_5
0,-1.2,-1.2,10.323807,0.8480406,25.527336,26.464733,5.0958557,0.7554841,0.9689699,contour,2,9.484482,9.521618,11.249489,10.225857,11.137598,19.35102,22.318481,29.42113,24.72421,31.821833,25.860651,25.668257,27.310535,27.197338,26.286871
1,-1.1759198,-1.2,9.722771,0.7349194,24.38172,26.69981,4.723238,0.66397315,0.93673664,contour,2,9.027107,8.995613,10.554241,9.643278,10.393629,18.63105,21.35861,28.309456,23.653769,29.955723,26.187775,26.004465,27.41578,27.383911,26.507103
2,-1.1518395,-1.2,9.150064,0.6308266,23.174633,26.93015,4.345345,0.5759072,0.88714504,contour,2,8.587474,8.4934845,9.886805,9.087116,9.69545,17.876839,20.335415,27.109196,22.529108,28.022581,26.504547,26.333485,27.518417,27.56505,26.729229
3,-1.1277592,-1.2,8.607143,0.5359238,21.907368,27.153727,3.9671607,0.49225444,0.8225013,contour,2,8.1664295,8.016773,9.249428,8.558695,9.044432,17.086868,19.247112,25.810738,21.350382,26.041706,26.8085,26.653116,27.61766,27.739233,26.950146
4,-1.103679,-1.2,8.095455,0.45030743,20.582443,27.368423,3.592653,0.4143443,0.7456846,contour,2,7.764861,7.5670586,8.644595,8.0593,8.441481,16.259588,18.093855,24.405481,20.11863,24.034622,27.097042,26.961021,27.712696,27.90487,27.16647
5,-1.0795987,-1.2,7.6163306,0.3740792,19.203695,27.572042,3.2241476,0.34388354,0.6596974,contour,2,7.383674,7.145863,8.074949,7.5901804,7.886952,15.39337,16.878498,22.887487,18.83591,22.023197,27.367537,27.25472,27.802732,28.060328,27.374851
6,-1.0555184,-1.2,7.17098,0.3073657,17.776585,27.762476,2.8625317,0.2832632,0.5675675,contour,2,7.0238333,6.754629,7.5432396,7.1525283,7.3806963,14.4866085,15.607213,21.25565,17.505444,20.027977,27.617416,27.531696,27.88704,28.203997,27.572212
7,-1.0314381,-1.2,6.7605247,0.25037026,16.308413,27.937778,2.50812,0.23549215,0.47254708,contour,2,6.6863265,6.3945847,7.052141,6.7474575,6.922112,13.537901,14.289648,19.515972,16.131716,18.06679,27.844353,27.789368,27.964912,28.334352,27.75592
8,-1.0073578,-1.2,6.3858175,0.20324282,14.808527,28.096273,2.162026,0.20369726,0.37848017,contour,2,6.372184,6.0667014,6.604088,6.37592,6.5102005,12.546402,12.93839,17.683426,14.720493,16.15392,28.04639,28.025291,28.035793,28.449947,27.923939
9,-0.9832776,-1.2,6.0475044,0.16600302,13.288271,28.236622,1.8274795,0.18921286,0.28987092,contour,2,6.0824313,5.7716208,6.201048,6.038754,6.1436586,11.512236,11.56783,15.782463,13.278887,14.299892,28.222202,28.237177,28.09929,28.549597,28.074837
10,-0.95919734,-1.2,5.7459116,0.13823779,11.760458,28.357916,1.5104219,0.18932314,0.21136431,contour,2,5.818079,5.509627,5.8442826,5.736583,5.820981,10.43685,10.192687,13.845705,11.815296,12.511716,28.371206,28.423061,28.155195,28.63235,28.207754
11,-0.93511707,-1.2,5.48106,0.1187998,10.238649,28.459723,1.2191777,0.19813722,0.14673212,contour,2,5.580093,5.2806587,5.5342164,5.469823,5.5405254,9.323166,8.826563,11.910607,10.339405,10.793471,28.493736,28.581375,28.203583,28.69759,28.322306
12,-0.9110368,-1.2,5.2526555,0.10576397,8.736054,28.542078,0.962952,0.20964572,0.0977754,contour,2,5.369346,5.0843644,5.2703466,5.238641,5.300585,8.175432,7.4811034,10.014795,8.862003,9.146924,28.591017,28.711018,28.244766,28.74508,28.418522
13,-0.8869565,-1.2,5.060079,0.09683708,7.264617,28.605494,0.7498427,0.21960086,0.06387236,contour,2,5.1865916,4.9201245,5.051318,5.042942,5.099432,6.998895,6.1656423,8.191491,7.3947377,7.572307,28.665056,28.811407,28.2793,28.774958,28.496716
14,-0.86287624,-1.2,4.902457,0.09005306,5.8342924,28.650776,0.5841709,0.22541864,0.04233397,contour,2,5.0324574,4.7871256,4.875058,4.882329,4.9353285,5.7993793,4.887475,6.465923,5.949789,6.0688496,28.718418,28.882427,28.307917,28.787704,28.557404
15,-0.83879596,-1.2,4.778707,0.08415789,4.452806,28.679043,0.46347123,0.22568399,0.02941238,contour,2,4.9074273,4.684395,4.738999,4.7561164,4.8065844,4.5829124,3.652444,4.853913,4.53936,4.6353617,28.753857,28.924446,28.331472,28.784153,28.601286
16,-0.81471574,-1.2,4.687574,0.07862108,3.1258268,28.69155,0.37687176,0.21969467,0.021449901,contour,2,4.811829,4.61084,4.640319,4.6633396,4.711537,3.35563,2.4654775,3.3621674,3.1752603,3.2705765,28.774078,28.938236,28.350895,28.765408,28.629131
17,-0.79063547,-1.2,4.6276946,0.07344911,1.8573341,28.689625,0.3079242,0.20733547,0.015720192,contour,2,4.7458525,4.565235,4.5761137,4.6027393,4.648531,2.123932,1.3310165,1.9899428,1.8683124,1.9734321,28.781567,28.924885,28.367125,28.732735,28.641787
18,-0.7665552,-1.2,4.5976267,0.06897586,0.65010846,28.67461,0.24143122,0.18901128,0.010789406,contour,2,4.7095194,4.546279,4.5435677,4.572822,4.615961,0.8948053,0.25320518,0.73125917,0.6280368,0.7432102,28.778591,28.885723,28.381079,28.687529,28.640135
19,-0.7424749,-1.2,4.5958734,0.06565291,-0.49378166,28.647861,0.16907808,0.16590822,0.0064419727,contour,2,4.7026725,4.5525556,4.540056,4.571892,4.612205,-0.32370394,-0.76413184,-0.42301932,-0.5377197,-0.42036718,28.767311,28.822199,28.393608,28.63116,28.62505
20,-0.71839464,-1.2,4.620887,0.06396797,-1.5726644,28.610733,0.09634522,0.14092861,0.0033290596,contour,2,4.7249465,4.5825667,4.5631924,4.598073,4.6356707,-1.5221937,-1.7175918,-1.4834305,-1.6229907,-1.5171402,28.749996,28.735811,28.40549,28.564941,28.597424
21,-0.69431436,-1.2,4.6710796,0.064347066,-2.5850687,28.564514,0.08638561,0.12081132,0.0024945182,contour,2,4.7757363,4.6347413,4.610834,4.6493764,4.6847315,-2.690075,-2.60431,-2.4606638,-2.6237414,-2.546583,28.72911,28.628038,28.417356,28.489979,28.558096
22,-0.6702341,-1.2,4.7448416,0.067133486,-3.529755,28.510468,0.17423217,0.11836642,0.0049440316,contour,2,4.854169,4.707437,4.6811104,4.7237372,4.757766,-3.816237,-3.422071,-3.3647935,-3.537868,-3.5078297,28.707287,28.500282,28.429733,28.40716,28.507889
23,-0.64615387,-1.2,4.8405275,0.07254611,-4.405822,28.449701,0.2883482,0.14422023,0.011363328,contour,2,4.9591107,4.7989855,4.77237,4.8190665,4.853118,-4.8901205,-4.1693287,-4.204821,-4.3650565,-4.3998203,28.687124,28.35385,28.442978,28.31707,28.447525
24,-0.6220736,-1.2,4.9564714,0.08073004,-5.2129188,28.38317,0.41021115,0.19514722,0.022041999,contour,2,5.0891876,4.907661,4.8831635,4.9332695,4.969101,-5.902957,-4.8452315,-4.988487,-5.106581,-5.2213616,28.670965,28.189928,28.457302,28.219969,28.377707
25,-0.5979933,-1.2,5.091032,0.09172455,-5.9513693,28.311573,0.53494835,0.26337576,0.036968444,contour,2,5.2428575,5.0317593,5.012216,5.064331,5.104004,-6.8487625,-5.449618,-5.7222466,-5.765046,-5.971209,28.660585,28.009583,28.472797,28.115822,28.29904
26,-0.57391304,-1.2,5.2425566,0.10557261,-6.6222687,28.235312,0.6608099,0.34427577,0.056005616,contour,2,5.418466,5.169552,5.158396,5.210284,5.2560873,-7.724772,-5.983042,-6.411336,-6.344085,-6.648144,28.657078,27.813726,28.489422,28.00429,28.212057
27,-0.54983276,-1.2,5.409445,0.12226215,-7.2274184,28.154581,0.7877292,0.4355338,0.07904709,contour,2,5.614334,5.3193445,5.3206735,5.369267,5.423588,-8.531311,-6.4467783,-7.0599027,-6.8480673,-7.2510586,28.66079,27.603134,28.507032,27.884747,28.11721
28,-0.5257525,-1.2,5.590123,0.14182258,-7.769193,28.069302,0.91673285,0.53590834,0.10610853,contour,2,5.828804,5.4794855,5.498101,5.539527,5.6047044,-9.271238,-6.8428144,-7.6711597,-7.281803,-7.7789793,28.671408,27.378403,28.52542,27.756384,28.014904
29,-0.50167227,-1.2,5.783119,0.16429804,-8.250374,27.979223,1.0494285,0.64461035,0.13733076,contour,2,6.06034,5.6483755,5.6898355,5.7194357,5.797619,-9.949136,-7.1738358,-8.247526,-7.650284,-8.231121,28.688183,27.139986,28.544321,27.618212,27.90544
30,-0.47759196,-1.2,5.987008,0.18980095,-8.67395,27.883987,1.1876079,0.7610511,0.1729385,contour,2,6.3075085,5.824485,5.895045,5.907486,6.000505,-10.570444,-7.443124,-8.790802,-7.958494,-8.606935,28.710035,26.888184,28.563456,27.469143,27.7891
31,-0.45351171,-1.2,6.2004256,0.21846886,-9.042979,27.783136,1.3329067,0.8848109,0.21318007,contour,2,6.569011,6.0063767,6.112951,6.102275,6.211518,-11.140785,-7.654479,-9.302329,-8.21122,-8.906132,28.73581,26.623192,28.58256,27.308014,27.666092
32,-0.42943144,-1.2,6.42211,0.250491,-9.360468,27.676233,1.4866699,1.0155979,0.2582819,contour,2,6.8436847,6.192698,6.3428035,6.3025303,6.4288116,-11.665471,-7.8120728,-9.783158,-8.412957,-9.128723,28.764353,26.345114,28.601427,27.133667,27.536598
33,-0.40535116,-1.2,6.6508446,0.28609082,-9.629313,27.562885,1.6498803,1.1532009,0.3084113,contour,2,7.130497,6.382212,6.583872,6.5070744,6.65055,-12.149169,-7.9203296,-10.23422,-8.56785,-9.275049,28.794682,26.054031,28.619972,26.944954,27.400763
34,-0.38127092,-1.2,6.8854904,0.32548496,-9.8523035,27.442749,1.8232038,1.2975494,0.36368144,contour,2,7.4285007,6.5737853,6.8354545,6.71482,6.8748975,-12.595775,-7.9838057,-10.656507,-8.679653,-9.34582,28.825974,25.75002,28.638256,26.740795,27.258705
35,-0.35719064,-1.2,7.1249876,0.36893666,-10.032114,27.315634,2.007067,1.4486248,0.42414638,contour,2,7.7368474,6.7663975,7.0968785,6.9247746,7.100054,-13.008444,-8.0070915,-11.05121,-8.751729,-9.342133,28.85763,25.433216,28.656559,26.520193,27.11055
36,-0.33311036,-1.2,7.3683157,0.41668755,-10.171367,27.181423,2.2017572,1.6065382,0.48984352,contour,2,8.054741,6.9591265,7.36748,7.136012,7.324237,-13.389708,-7.994744,-11.419839,-8.787087,-9.265493,28.889227,25.103863,28.67538,26.28226,26.956394
37,-0.3090301,-1.2,7.614544,0.4690052,-10.272665,27.040173,2.4075112,1.7714134,0.56079507,contour,2,8.381466,7.151177,7.646663,7.347689,7.545712,-13.741668,-7.951241,-11.764229,-8.788404,-9.117823,28.920485,24.762327,28.695442,26.026245,26.796356
38,-0.28494984,-1.2,7.8627777,0.5261278,-10.338633,26.89202,2.6245842,1.9433738,0.63703436,contour,2,8.716328,7.3418455,7.9338765,7.559017,7.7628055,-14.066222,-7.8809624,-12.086498,-8.758064,-8.901451,28.951193,24.40915,28.717655,25.751547,26.63055
39,-0.26086956,-1.2,8.112195,0.5883175,-10.37192,26.737213,2.853252,2.122536,0.7186083,contour,2,9.058694,7.530547,8.2286,7.7692423,7.973884,-14.365268,-7.788178,-12.388857,-8.698236,-8.619096,28.981163,24.045061,28.742996,25.45771,26.459126
40,-0.2367893,-1.2,8.362054,0.6558395,-10.375196,26.576061,3.09377,2.3089073,0.80554116,contour,2,9.407978,7.7167845,8.530386,7.977704,8.177402,-14.640808,-7.6770535,-12.673418,-8.610884,-8.273842,29.01019,23.670979,28.772419,25.144474,26.282253
41,-0.21270902,-1.2,8.611649,0.7289563,-10.351088,26.408945,3.346323,2.5024076,0.89782625,contour,2,9.763634,7.9001627,8.838836,8.1837435,8.3718815,-14.894998,-7.5516205,-12.941944,-8.497834,-7.8690867,29.038006,23.288033,28.806776,24.81174,26.100142
42,-0.18862876,-1.2,8.860372,0.8079369,-10.302162,26.236233,3.6109118,2.7027955,0.995355,contour,2,10.125178,8.080391,9.153562,8.386772,8.555931,-15.130114,-7.4157743,-13.195656,-8.360815,-7.408495,29.064314,22.897495,28.846672,24.459608,25.913048
43,-0.1645485,-1.2,9.107628,0.8930681,-10.230845,26.058344,3.8873096,2.909745,1.0979258,contour,2,10.492173,8.257257,9.474227,8.586227,8.728262,-15.34848,-7.273222,-13.435113,-8.201496,-6.8959565,29.08878,22.50079,28.892485,24.088367,25.721283
44,-0.14046822,-1.2,9.352926,0.9846207,-10.139397,25.875696,4.1750097,3.1227942,1.2051848,contour,2,10.864252,8.430649,9.8004875,8.781594,8.887658,-15.552372,-7.1274357,-13.660161,-8.021505,-6.335534,29.111057,22.099396,28.944305,23.698502,25.525208
45,-0.11638796,-1.2,9.595802,1.0828677,-10.029864,25.68872,4.4731903,3.3413901,1.3166324,contour,2,11.241085,8.600517,10.131986,8.972396,9.03303,-15.74394,-6.981596,-13.869928,-7.8224716,-5.7314224,29.130817,21.694834,29.002007,23.29069,25.325254
46,-0.092307694,-1.2,9.835842,1.18805,-9.904092,25.497856,4.7807508,3.5649283,1.4316344,contour,2,11.622406,8.766906,10.468333,9.158191,9.163374,-15.925153,-6.8385277,-14.062841,-7.6060457,-5.087929,29.147741,21.288593,29.065214,22.865791,25.121925
47,-0.068227425,-1.2,10.072674,1.3004249,-9.763659,25.303553,5.0963035,3.7927167,1.5494089,contour,2,12.00798,8.929908,10.809103,9.33858,9.277785,-16.09776,-6.700611,-14.236637,-7.373887,-4.4094343,29.161575,20.882095,29.13341,22.42485,24.915787
48,-0.044147156,-1.2,10.305952,1.4201688,-9.6098795,25.106247,5.418194,4.0240593,1.6690603,contour,2,12.397627,9.089666,11.153799,9.513208,9.375486,-16.263273,-6.5696955,-14.38836,-7.127718,-3.7003903,29.172098,20.476656,29.205902,21.969084,24.707487
49,-0.020066889,-1.2,10.535394,1.5474527,-9.443768,24.906422,5.744558,4.2582226,1.7895831,contour,2,12.791186,9.246376,11.501847,9.681756,9.455788,-16.42298,-6.446945,-14.514371,-6.8692846,-2.965296,29.179144,20.073475,29.281885,21.499857,24.497734
50,0.0040133777,-1.2,10.760683,1.6824025,-9.266001,24.704525,6.0733476,4.4944553,1.9099168,contour,2,13.188531,9.400226,11.852582,9.843955,9.518125,-16.577951,-6.332625,-14.610365,-6.600381,-2.2087173,29.182583,19.673584,29.360472,21.018688,24.287312
51,0.028093645,-1.2,10.981555,1.8250802,-9.076886,24.501043,6.4024363,4.7320127,2.0289733,contour,2,13.589557,9.5514145,12.20521,9.999565,9.562028,-16.729061,-6.2257147,-14.671588,-6.3228455,-1.435255,29.182346,19.277851,29.440706,20.52721,24.077065
52,0.052173913,-1.2,11.1977415,1.9755213,-8.876311,24.296408,6.7297497,4.9701705,2.1457253,contour,2,13.99418,9.700094,12.558852,10.148411,9.587149,-16.877007,-6.123311,-14.693164,-6.038541,-0.64956915,29.178398,18.886889,29.52171,20.027164,23.867884
53,0.07625418,-1.2,11.408945,2.1337123,-8.663698,24.09113,7.0534515,5.208349,2.2593448,contour,2,14.402341,9.84631,12.912489,10.290344,9.593253,-17.022331,-6.019696,-14.670775,-5.7493625,0.14364105,29.170767,18.50103,29.60279,19.520367,23.660706
54,0.10033445,-1.2,11.614876,2.2996044,-8.437888,23.8857,7.3722444,5.44608,2.3693154,contour,2,14.813971,9.98992,13.265024,10.425278,9.58021,-17.16543,-5.904926,-14.601587,-5.457196,0.93966985,29.15949,18.120193,29.683619,19.008701,23.456463
55,0.12441471,-1.2,11.815206,2.4731467,-8.197001,23.680609,7.6855874,5.683206,2.4756107,contour,2,15.229019,10.130478,13.615332,10.553159,9.548012,-17.306587,-5.7629757,-14.485334,-5.163945,1.7338293,29.144659,17.743765,29.764462,18.494081,23.256058
56,0.14849499,-1.2,12.009516,2.6543226,-7.9381843,23.476395,7.9939013,5.919905,2.5788193,contour,2,15.6474495,10.267057,13.962296,10.673982,9.496763,-17.445965,-5.569769,-14.325198,-4.8714848,2.5214705,29.126417,17.370483,29.846294,17.97844,23.06033
57,0.17257525,-1.2,12.197327,2.8431575,-7.657519,23.273571,8.298715,6.156683,2.6801875,contour,2,16.069212,10.3980465,14.304945,10.787792,9.426666,-17.5836,-5.2923965,-14.128038,-4.581667,3.2980878,29.104927,16.998417,29.930853,17.463694,22.869965
58,0.19665551,-1.2,12.378092,3.039811,-7.350492,23.07269,8.602505,6.3942976,2.7815297,contour,2,16.494272,10.52096,14.642495,10.894676,9.338044,-17.719425,-4.892519,-13.903584,-4.296297,4.059371,29.080444,16.62537,30.020435,16.951736,22.685467
59,0.22073579,-1.2,12.551091,3.2444777,-7.0139694,22.87442,8.908376,6.633334,2.8850262,contour,2,16.922575,10.632426,14.974414,10.994759,9.231319,-17.853245,-4.3381085,-13.662683,-4.0171285,4.8012924,29.053242,16.249884,30.117504,16.444408,22.507067
60,0.24481605,-1.2,12.715663,3.457434,-6.6500816,22.679817,9.21873,6.873778,2.9924188,contour,2,17.354074,10.728596,15.300437,11.088206,9.106995,-17.984703,-3.6249485,-13.415105,-3.7458518,5.5201716,29.023705,15.872908,30.224312,15.943493,22.334679
61,0.2688963,-1.2,12.871239,3.6788132,-6.2701235,22.490498,9.532514,7.1145787,3.103704,contour,2,17.788706,10.80608,15.620499,11.175232,8.965676,-18.113277,-2.7982621,-13.1677475,-3.484083,6.2127495,28.99229,15.499157,30.342487,15.450684,22.167868
62,0.2929766,-1.2,13.01767,3.9084995,-5.8944473,22.308514,9.842316,7.3537917,3.2157283,contour,2,18.226387,10.863207,15.934636,11.256089,8.8080225,-18.238216,-1.9530443,-12.9237995,-3.2333536,6.8761563,28.959589,15.136555,30.472948,14.967581,22.005875
63,0.31705686,-1.2,13.155333,4.1460233,-5.5458174,22.135782,10.135237,7.589285,3.322608,contour,2,18.667028,10.90089,16.242943,11.331055,8.634771,-18.358494,-1.200396,-12.682988,-2.9951177,7.507901,28.926334,14.793341,30.615883,14.4956875,21.847675
64,0.3411371,-1.2,13.285103,4.3905954,-5.240109,21.97353,10.398665,7.8196526,3.4183981,contour,2,19.1105,10.922421,16.545458,11.400446,8.446709,-18.472736,-0.6203092,-12.4425125,-2.7707405,8.105742,28.893429,14.474811,30.770958,14.036385,21.692081
65,0.3652174,-1.2,13.408086,4.64123,-4.9818597,21.822094,10.625812,8.044435,3.499698,contour,2,19.556622,10.932368,16.842148,11.464613,8.244684,-18.579132,-0.23793262,-12.198297,-2.5614927,8.667539,28.862005,14.182186,30.937492,13.590937,21.537876
66,0.38929766,-1.2,13.525383,4.896939,-4.7666693,21.681255,10.816207,8.263896,3.5660093,contour,2,20.005196,10.93532,17.13287,11.523939,8.029582,-18.675386,-0.034371674,-11.946116,-2.368567,9.191089,28.833437,13.91377,31.114614,13.160486,21.383957
67,0.41337794,-1.2,13.637938,5.1567535,-4.5863895,21.550608,10.972554,8.478573,3.6183734,contour,2,20.455938,10.935151,17.417387,11.57883,7.802364,-18.758656,0.028267622,-11.6824665,-2.1930556,9.673952,28.809387,13.666792,31.30135,12.746044,21.229456
68,0.4374582,-1.2,13.746488,5.4198174,-4.4331098,21.429876,11.097776,8.6890135,3.6580796,contour,2,20.908493,10.934784,17.695395,11.629708,7.5640273,-18.8256,-0.012144208,-11.405146,-2.0359645,10.113312,28.791748,13.438646,31.49669,12.348494,21.073793
69,0.46153846,-1.2,13.851605,5.685313,-4.300835,21.318974,11.193631,8.895628,3.6860135,contour,2,21.362427,10.936322,17.96655,11.677036,7.315674,-18.872536,-0.12580678,-11.113529,-1.8981979,10.50588,28.782606,13.227352,31.699577,11.968586,20.916725
70,0.48561874,-1.2,13.953749,5.952496,-4.185827,21.21795,11.260599,9.09867,3.7025862,contour,2,21.817215,10.941264,18.230522,11.721291,7.058467,-18.895853,-0.29195356,-10.80864,-1.7805344,10.847826,28.78404,13.031544,31.90893,11.60693,20.758297
71,0.509699,-1.2,14.053322,6.2205877,-4.086328,21.12693,11.298324,9.29824,3.7079,contour,2,22.272251,10.950695,18.487013,11.762956,6.7936783,-18.892628,-0.4971046,-10.493041,-1.683603,11.1347275,28.797861,12.850334,32.123634,11.263994,20.598808
72,0.53377926,-1.2,14.150675,6.4888415,-4.002236,21.04596,11.306115,9.494282,3.7019656,contour,2,22.726871,10.965448,18.735815,11.802543,6.5226936,-18.861477,-0.73287797,-10.170561,-1.6078014,11.36154,28.825218,12.68313,32.34261,10.940087,20.438732
73,0.55785954,-1.2,14.246214,6.756486,-3.9348412,20.974918,11.283439,9.6865425,3.684811,contour,2,23.180412,10.986193,18.976818,11.840557,6.247029,-18.803333,-0.994249,-9.846002,-1.5531836,11.522547,28.866293,12.529508,32.564804,10.635339,20.278637
74,0.5819398,-1.2,14.340332,7.0227747,-3.8866093,20.913448,11.230161,9.874579,3.6566303,contour,2,23.632263,11.013514,19.210032,11.877514,5.968344,-18.721855,-1.2783403,-9.524836,-1.5192858,11.611279,28.920097,12.389121,32.789238,10.349663,20.119127
75,0.6060201,-1.2,14.433566,7.286966,-3.8608308,20.86096,11.1464615,10.057886,3.617659,contour,2,24.081928,11.047928,19.435612,11.913881,5.6884623,-18.623075,-1.5836446,-9.213002,-1.5048376,11.620403,28.98465,12.2616415,33.015007,10.082717,19.96078
76,0.6301003,-1.2,14.526477,7.5483484,-3.861306,20.816671,11.032553,10.235922,3.568175,contour,2,24.529076,11.089951,19.65386,11.950119,5.409405,-18.514315,-1.9095625,-8.916828,-1.5074261,11.541609,29.05743,12.146731,33.24127,9.8338375,19.80411
77,0.6541806,-1.2,14.619768,7.8062363,-3.8919609,20.779734,10.888222,10.408298,3.5083203,contour,2,24.973564,11.140062,19.865234,11.986586,5.1333942,-18.402834,-2.256165,-8.643092,-1.5231342,11.365416,29.135944,12.044005,33.4672,9.601978,19.649525
78,0.67826086,-1.2,14.714197,8.05993,-3.9567082,20.749228,10.712549,10.5748005,3.4381182,contour,2,25.415394,11.198778,20.07036,12.023534,4.8629093,-18.294828,-2.6240473,-8.399203,-1.5464414,11.080979,29.218124,11.953043,33.691914,9.385714,19.497307
79,0.70234114,-1.2,14.810631,8.308721,-4.0596037,20.724218,10.503862,10.735336,3.3574622,contour,2,25.854721,11.266617,20.27005,12.061073,4.6006956,-18.195225,-3.0143175,-8.193399,-1.5709469,10.675873,29.302368,11.873369,33.91443,9.183371,19.34758
80,0.7264214,-1.2,14.910052,8.5519,-4.2055182,20.703833,10.259843,10.889854,3.2661884,contour,2,26.29179,11.344142,20.46534,12.099163,4.3498354,-18.108131,-3.4286194,-8.034945,-1.5917675,10.135859,29.38733,11.804457,34.133636,8.993446,19.200294
81,0.7505017,-1.2,15.01357,8.788652,-4.401274,20.687243,9.977641,11.037938,3.164048,contour,2,26.726952,11.4319515,20.65748,12.137711,4.113762,-18.037552,-3.8691947,-7.9342346,-1.6100459,9.444645,29.471601,11.745744,34.348274,8.815377,19.055199
82,0.77458197,-1.2,15.122496,9.018087,-4.656852,20.673862,9.653756,11.178668,3.0506716,contour,2,27.16066,11.530722,20.848007,12.176779,3.8963356,-17.987926,-4.339031,-7.902861,-1.6381555,8.58371,29.553522,11.696628,34.557,8.650347,18.911806
83,0.7986622,-1.2,15.23844,9.239218,-4.985791,20.663366,9.283819,11.310538,2.9255438,contour,2,27.59347,11.641188,21.038746,12.216882,3.701894,-17.964287,-4.841984,-7.9536057,-1.7012393,7.532152,29.631172,11.656484,34.75832,8.501457,18.769375
84,0.82274246,-1.2,15.363329,9.450865,-5.4040403,20.655466,8.862782,11.431766,2.788298,contour,2,28.026081,11.764217,21.23183,12.259249,3.5353029,-17.972086,-5.3830194,-8.100428,-1.8313117,6.266631,29.70253,11.624658,34.950676,8.372629,18.626852
85,0.84682274,-1.2,15.499547,9.65174,-5.9277463,20.649643,8.3860445,11.5409155,2.6392386,contour,2,28.459312,11.900791,21.429756,12.305847,3.4020114,-18.016846,-5.9684277,-8.358499,-2.0564487,4.761481,29.76567,11.600478,35.13242,8.266775,18.482851
86,0.870903,-1.2,15.649783,9.840329,-6.5717773,20.644833,7.851358,11.63715,2.4799304,contour,2,28.894115,12.052078,21.635403,12.359195,3.308131,-18.103844,-6.6061635,-8.744306,-2.3935723,2.988987,29.818977,11.583235,35.301765,8.184592,18.335588
87,0.8949833,-1.2,15.817125,10.015003,-7.3500543,20.63952,7.2611494,11.720297,2.3133898,contour,2,29.331581,12.21945,21.852058,12.422083,3.2604406,-18.237938,-7.306224,-9.2758255,-2.8502057,0.9199036,29.861168,11.57214,35.45673,8.124706,18.182852
88,0.91906357,-1.2,16.004963,10.173979,-8.277348,20.631847,6.62541,11.790489,2.1439586,contour,2,29.77288,12.404549,22.083462,12.497471,3.266446,-18.423594,-8.081117,-9.972771,-3.4336178,-1.4756466,29.891321,11.566277,35.595024,8.084647,18.021965
89,0.9431438,-1.2,16.217098,10.315312,-9.371538,20.61977,5.9657087,11.847912,1.9768318,contour,2,30.219315,12.609363,22.333855,12.588608,3.334365,-18.665062,-8.946423,-10.856886,-4.1622972,-4.2270193,29.908749,11.564491,35.71399,8.061868,17.849773
90,0.96722406,-1.2,16.457813,10.436954,-10.655167,20.601093,5.3220997,11.892579,1.8174882,contour,2,30.672283,12.836295,22.608025,12.699396,3.4730978,-18.966646,-9.921401,-11.952286,-5.074084,-7.361424,29.912811,11.565244,35.810432,8.054321,17.662666
91,0.99130434,-1.2,16.73199,10.53664,-12.155066,20.573391,4.764511,11.924349,1.6711758,contour,2,31.13328,13.088254,22.911388,12.834898,3.6921592,-19.333008,-11.02964,-13.285703,-6.2251544,-10.901826,29.902798,11.566417,35.880592,8.060505,17.456642
92,1.0153847,-1.2,17.045185,10.612021,-13.899851,20.533886,4.4050465,11.942938,1.5425516,contour,2,31.603933,13.368784,23.250027,13.001636,4.001531,-19.769472,-12.299625,-14.886708,-7.678913,-14.864552,29.877773,11.565107,35.92002,8.079095,17.227432
93,1.0394648,-1.2,17.403608,10.660684,-15.916769,20.479351,4.383894,11.948105,1.4352914,contour,2,32.086002,13.682177,23.630745,13.207607,4.4114904,-20.282257,-13.765001,-16.787645,-9.492322,-19.256618,29.83646,11.557436,35.923607,8.108533,16.97072
94,1.0635451,-1.2,17.814123,10.680271,-18.22972,20.406101,4.7947063,11.939659,1.3512896,contour,2,32.581406,14.033593,24.061207,13.462031,4.9323454,-20.878725,-15.464584,-19.023294,-11.709001,-24.07301,29.777203,11.538431,35.88559,8.146883,16.682404
95,1.0876254,-1.2,18.284086,10.668616,-20.858606,20.310114,5.616189,11.917428,1.2896717,contour,2,33.09227,14.429186,24.549896,13.775007,5.574114,-21.567558,-17.441471,-21.629938,-14.359905,-29.294182,29.697908,11.502045,35.799675,8.191976,16.35896
96,1.1117057,-1.2,18.82134,10.623978,-23.819027,20.187225,6.7496285,11.881158,1.2460542,contour,2,33.620934,14.876179,25.10619,14.1572695,6.346133,-22.358953,-19.741629,-24.64377,-17.466555,-34.88423,29.596027,11.4413,35.659286,8.241681,15.997852
97,1.1357859,-1.2,19.433983,10.545053,-27.121387,20.033413,8.0902405,11.830524,1.2127259,contour,2,34.170013,15.382919,25.740295,14.619972,7.2566977,-23.26485,-22.411377,-28.09833,-21.042118,-40.79027,29.468494,11.348566,35.45789,8.294155,15.59796
98,1.1598662,-1.2,20.130299,10.431181,-30.769436,19.84502,9.55392,11.765034,1.1797811,contour,2,34.742413,15.9588375,26.463182,15.174467,8.312605,-24.299137,-25.494179,-32.020958,-25.08971,-46.94319,29.311718,11.215931,35.189526,8.348047,15.159913
